"","gbchl","acs","mcs","gbtn","rbtn","gbphos","rbphos"
"1",-5.05217283950617,23.4083870967742,41.2954838709677,-0.246932800687285,-0.241370017123288,-0.0133909512195122,-0.00887651699029126
"2",-5.17550617283951,50.369,59.276,0.116400532646048,-0.0613700171232877,-0.0117242845528455,-0.00887651699029126
"3",-5.29883950617284,37.5945161290323,81.2193548387097,0.479733865979381,0.118629982876712,-0.0100576178861789,-0.00887651699029126
"4",-5.42217283950617,38.9158064516129,51.0967741935484,0.843067199312715,0.298629982876712,-0.00839095121951219,-0.00887651699029126
"5",-4.98217283950617,45.3510344827586,64.0472413793103,1.45306719931271,0.368629982876712,0.000609048780487807,-0.00687651699029126
"6",-4.98217283950617,8.79129032258064,3.14483870967742,1.41806719931271,0.433629982876712,-0.000390951219512194,-0.00187651699029126
"7",-4.98217283950617,-6.73,-4.43233333333333,1.38306719931271,0.498629982876712,-0.00139095121951219,0.00312348300970874
"8",0.232827160493827,-3.5658064516129,6.3341935483871,1.02306719931271,0.528629982876712,0.00610904878048781,0.00712348300970874
"9",5.44782716049383,2.54066666666667,-21.7923333333333,0.663067199312715,0.408629982876712,0.0136090487804878,0.00712348300970874
"10",6.94782716049383,6.90903225806452,16.9812903225806,0.758067199312715,0.768629982876712,0.0111090487804878,0.0161234830097087
"11",8.44782716049383,10.7003225806452,18.4677419354839,0.853067199312715,0.908629982876712,0.00860904878048781,0.0201234830097087
"12",13.2478271604938,48.11,103.023333333333,1.09306719931271,1.48862998287671,0.0151090487804878,0.0431234830097087
"13",18.0478271604938,35.4238709677419,48.4612903225806,1.33306719931271,1.21862998287671,0.0216090487804878,0.0261234830097087
"14",6.28282716049383,23.104,31.7,0.858067199312714,1.18862998287671,0.00610904878048781,0.0231234830097087
"15",-5.48217283950617,30.7325806451613,27.0025806451613,0.383067199312715,1.16862998287671,-0.00939095121951219,0.0241234830097087
"16",1.08282716049383,6.32806451612903,6.10032258064516,0.158067199312715,-0.221370017123288,-0.0058909512195122,-0.00787651699029126
"17",7.64782716049383,2.51392857142857,-5.38535714285714,-0.0669328006872854,-0.111370017123288,-0.0023909512195122,0.00412348300970874
"18",0.589327160493827,-2.42290322580645,-9.83,0.0730671993127145,-0.0113700171232877,-0.00889095121951219,-0.00287651699029126
"19",-6.46917283950617,-28.6266666666667,-26.6113333333333,0.213067199312715,0.398629982876712,-0.0153909512195122,-0.0108765169902913
"20",-6.50592283950617,-30.0448387096774,-23.0687096774194,0.125567199312715,0.488629982876712,-0.0148909512195122,-0.00287651699029126
