gaussian,STA34_Cin,STA34_Cout,Kb,stochastic_ODE_z,stochastic_ODE_x
-2.007818207,-18.92202077,-0.0029666,-1.492973912,10.02418841,0.741240758
-0.040156695,-19.33264598,0.00127306,-1.470768499,9.981535907,0.741599093
-1.175139546,-16.29100981,0.00511307,-1.535710546,9.923008044,0.737646112
0.828359298,-15.77966207,0.00749511,-1.698473112,9.847467907,0.728169293
-0.913543914,-16.52282779,0.00774925,-1.947407613,9.751394103,0.71229348
2.42762351,-12.35288075,0.0058007,-2.24322611,9.628124016,0.68999361
0.705194552,-0.470237563,0.00218547,-2.529914233,9.464513638,0.663352278
-0.844143226,13.3441853,-0.00210937,-2.743406032,9.23230419,0.639353928
0.075697615,18.54760852,-0.00593419,-2.824000887,8.876938488,0.633874387
-1.062135844,9.493258105,-0.00825549,-2.728479005,8.412492441,0.656202304
-0.276184687,-8.945609519,-0.00843729,-2.439218648,8.070614005,0.673241738
0.141226573,-24.62031712,-0.00644416,-1.96998305,7.737575414,0.666722101
1.009901396,-28.37123995,-0.00281335,-1.363304469,6.894850867,0.647341729
-0.364702035,-20.83918322,0.00148003,-0.686404971,6.031209345,0.655852904
-1.690501612,-10.36986632,0.00527641,-0.019635983,6.033182266,0.6586709
-0.569586343,-4.568018651,0.00756394,0.557378813,6.026194341,0.661275542
0.236380883,-3.64991926,0.00770996,0.977884078,6.01018713,0.662897687
0.377065165,-1.976463216,0.00569983,1.199899936,5.985170745,0.662763437
2.346331825,4.756801361,0.00209791,1.211139834,5.951122885,0.660105309
1.121891045,14.29184573,-0.00214786,1.031984166,5.907866668,0.654183781
1.980855488,19.43243902,-0.00590365,0.708800566,5.855066343,0.644336936
-0.179410128,15.54857319,-0.00818207,0.302023732,5.792635267,0.630083719
-1.132250967,6.105703499,-0.00841561,-0.126790918,5.721036492,0.611300125
0.302270002,0.193025942,-0.00659918,-0.522247719,5.641582528,0.588412099
0.551633823,4.357674076,-0.00326896,-0.843887681,5.556646352,0.562528218
-0.793161157,16.25511637,0.00060392,-1.074301829,5.469533193,0.535352815
-0.418341769,26.58154609,0.00391417,-1.217922368,5.384005169,0.508874142
0.436715115,27.66170821,0.00571754,-1.296259008,5.303569413,0.484898195
-1.321265708,20.20158935,0.00548567,-1.339684118,5.230618766,0.464683939
-0.101832973,12.53857842,0.00324596,-1.378376886,5.162807897,0.448912508
-0.467764282,12.69058587,-0.00043459,-1.434456554,5.117513513,0.438225857
-0.129064319,20.2589709,-0.00462947,-1.516589599,4.372882821,0.425117822
0.648667295,27.23155531,-0.00828522,-1.619081411,3.623470321,0.405358657
1.233663918,26.11359944,-0.01049938,-1.723910672,3.6007738,0.37975932
1.180755116,17.55429905,-0.01079192,-1.806073991,3.577794425,0.353551902
1.000332115,9.297676561,-0.00920631,-1.842310595,3.554265993,0.32686393
-0.731740706,7.931238416,-0.00632669,-1.818144887,3.52972358,0.299828988
-0.127862356,11.4170007,-0.00306882,-1.730904356,3.503501437,0.272594831
0.179411113,11.02253265,-0.00042142,-1.593562707,3.474630474,0.245339528
0.705767184,1.402561119,0.00083781,-1.432226091,3.441522113,0.218303249
-0.046954655,-13.07726589,0.00033308,-1.280504159,3.401332453,0.191851894
-1.067805327,-22.13040792,-0.00188781,-1.171751559,3.34853176,0.166634797
0.544634539,-18.78216547,-0.00521894,-1.130957674,3.273493501,0.143963757
0.348090009,-6.329278811,-0.00857713,-1.168708781,3.161943667,0.126564209
-0.258739728,4.36158906,-0.01122159,-1.278298504,2.994536082,0.119542089
0.862136966,4.583384475,-0.01245475,-1.436375681,2.778405463,0.129519446
-1.032165107,-3.822791168,-0.01198643,-1.607820493,2.773671126,0.146099346
0.51978317,-11.85919961,-0.00998135,-1.753587961,2.610690087,0.167147688
0.538975001,-12.55148647,-0.00697375,-1.8396154,1.815993911,0.184959876
-1.758653877,-8.180260942,-0.00368127,-1.844734646,1.461687629,0.158793726
-1.91958137,-7.179311093,-0.00088064,-1.765815928,1.502422833,0.131578638
1.579029646,-12.04502475,0.00075547,-1.618719319,1.549261922,0.104411297
1.070384638,-18.18406789,0.00104892,-1.435113596,1.606321816,0.077949568
-0.347903666,,,-1.255546021,1.648908782,0.053093288
0.888521548,,,-1.119048336,1.577162498,0.027292993
0.818485802,,,-1.0534205,1.577253367,0.000810703
0.74912408,,,-1.067176733,1.57818365,-0.025662878
-2.329022856,,,-1.147663191,1.583906324,-0.052081287
0.122074511,,,-1.26090913,1.623235378,-0.078078252
1.1813614,,,-1.357548284,1.914100412,-0.097913557
0.910676703,,,-1.381811264,1.902613873,-0.10525469
0.448512313,,,-1.284045401,1.807849953,-0.116515069
0.534555944,,,-1.031958407,1.822963929,-0.136390356
0.46643127,,,-0.617729748,2.305251069,-0.123650582
1.190012694,,,-0.061977507,2.274750961,-0.101934458
2.053474598,,,0.587403707,2.2165671,-0.082859061
1.079672677,,,1.262684886,2.154079468,-0.06791037
-0.759664473,,,1.886519568,2.100718633,-0.057376179
-0.677788652,,,2.38450614,2.061683179,-0.050605312
0.720980332,,,2.698840786,2.039378946,-0.046417537
1.444252211,,,2.797171313,2.035255069,-0.043359394
-0.470494593,,,2.675907963,2.050127875,-0.039847816
0.393173098,,,2.358964875,2.084223792,-0.034270507
0.225286931,,,1.894085935,2.137827531,-0.025092345
-0.035138448,,,1.339927544,2.213147962,-0.010983442
-0.213626963,,,0.76396541,2.230510092,0.007001747
-0.533065611,,,0.22481457,2.230519756,0.025075399
-0.034841767,,,-0.235516073,2.230534293,0.043149948
1.461097451,,,-0.595753762,2.230549489,0.061225462
-1.248760554,,,-0.85369436,2.230564666,0.079301944
0.664426842,,,-1.022212519,2.230573308,0.097379154
-0.191292379,,,-1.120924012,2.230579231,0.11545685
-2.248796127,,,-1.170048176,2.230583091,0.13353485
0.131892602,,,-1.183332097,2.230584642,0.151613015
2.014463331,,,-1.163742211,2.230583746,0.169691198
-0.18548065,,,-1.105308925,2.230580362,0.187769276
-0.952911795,,,-0.99011,2.230574463,0.20584708
-2.392254165,,,-0.798279281,2.230566027,0.223924425
1.022396465,,,-0.513941032,2.230555063,0.242001144
-1.212598438,,,-0.132818133,2.230541592,0.260077076
-1.046276374,,,0.334051145,2.230525632,0.278152062
-1.450583145,,,0.858981819,2.230507174,0.296225942
0.080416338,,,1.403781473,2.230486194,0.314298557
-2.069478049,,,1.924072603,2.230462622,0.332369741
-1.769602444,,,2.377285668,2.2304364,0.350439328
-0.016898054,,,2.730570535,2.230407541,0.368507147
0.034701388,,,2.968034425,2.230376066,0.386573029
1.670356765,,,3.090619214,2.230341946,0.404636804
-0.025459104,,,3.11714163,2.230305139,0.422698302
0.545770241,,,3.076534288,2.230265631,0.440757349
-1.6884369,,,2.99910566,2.230223397,0.45881377
0.491168082,,,2.909678886,2.230178379,0.476867388
-0.721023879,,,2.820821229,2.230130572,0.494918025
0.677955032,,,2.729493371,2.230079977,0.5129655
-1.287225139,,,2.617121295,2.230026565,0.531009633
-0.821607585,,,2.455167195,2.229970314,0.549050241
-1.942484218,,,2.21216466,2.2299112,0.567087141
0.03518573,,,1.863124556,2.229849227,0.585120147
-1.847642715,,,1.398707568,2.229784367,0.603149076
-0.589588837,,,0.830214614,2.229716559,0.621173737
0.199589144,,,0.192844164,2.22964573,0.639193938
0.410676024,,,-0.459015655,2.2295718,0.657209482
0.281911782,,,-1.059642171,2.229494688,0.675220166
0.230712071,,,-1.544244063,2.22941429,0.69322578
1.482591772,,,-1.860009326,2.229330524,0.711226109
-1.344990727,,,-1.97662392,2.22924332,0.729220933
1.097769365,,,-1.893473404,2.229152653,0.747210029
-0.610528582,,,-1.638527529,2.229058552,0.765193171
-0.83083961,,,-1.266022667,2.228961018,0.783170138
-0.278493646,,,-0.846348093,2.228859999,0.801140704
-0.596702131,,,-0.454001091,2.228755419,0.819104641
0.13765974,,,-0.155974042,2.228647275,0.837061717
-0.084430926,,,0.001281348,2.228535613,0.855011701
0.715757192,,,-0.000267105,2.228420516,0.872954368
1.61037871,,,-0.150046235,2.2283018,0.890889485
-0.480327694,,,-0.410532896,2.228179831,0.908816831
2.610752489,,,-0.730184488,2.228054894,0.9267362
-0.31642024,,,-1.054068768,2.227926457,0.944647377
0.351044923,,,-1.334280428,2.227794918,0.962550153
0.121137667,,,-1.538612079,2.227660275,0.98044432
1.180517874,,,-1.655880115,2.22752255,0.998329674
0.065476586,,,-1.692955934,2.227381829,1.016206018
-1.380952825,,,-1.67433945,2.227238317,1.034073159
-0.065043836,,,-1.628865006,2.227091968,1.051930911
-0.300844381,,,-1.585146423,2.226943422,1.069779109
0.76514611,,,-1.56216547,2.226792236,1.087617588
-1.324517197,,,-1.565667047,2.226638921,1.105446194
1.199256485,,,-1.585170718,2.226483597,1.123264787
0.492748621,,,-1.598940815,2.226326177,1.141073227
0.788072323,,,-1.579906227,2.226166996,1.158871389
-0.38375288,,,-1.503726257,2.226006034,1.17665915
1.013413856,,,-1.356745097,2.225843674,1.194436405
-0.422929778,,,-1.139941643,2.225680609,1.212203079
-1.973781923,,,-0.871967972,2.225517434,1.229959141
0.153633605,,,-0.585772269,2.225354792,1.247704598
0.452946382,,,-0.32353491,2.225193325,1.265439501
0.045871905,,,-0.127279498,2.225033712,1.283163943
0.174104494,,,-0.030854678,2.224876685,1.300878065
1.215099718,,,-0.051624296,2.224723018,1.318582057
1.136811863,,,-0.18615829,2.224573546,1.33627616
2.005738842,,,-0.409486835,2.224429119,1.353960671
0.424344579,,,-0.681746743,2.224290626,1.371635945
0.323820647,,,-0.95715349,2.224158987,1.389302395
-0.949210099,,,-1.192045884,2.224035143,1.406960497
1.142245064,,,-1.355114602,2.223920085,1.42461079
-1.763496671,,,-1.433402372,2.223814851,1.442253879
1.023980857,,,-1.434783101,2.223720539,1.45989044
-1.740427902,,,-1.385898686,2.223638314,1.477521223
1.442970193,,,-1.324601818,2.223569364,1.495147057
1.012190587,,,-1.290039136,2.223514959,1.51276885
-1.22011231,,,-1.311858611,2.223476446,1.530387596
-1.094823244,,,-1.402553716,2.223455234,1.548004371
1.866199744,,,-1.551988048,2.223452832,1.565620351
-2.382601509,,,-1.727255765,2.223470918,1.583236831
0.714869176,,,-1.878052042,2.22351138,1.600855219
-1.453043016,,,-1.946886822,2.223576298,1.618477047
0.055547689,,,-1.879761099,2.22366796,1.636103985
-2.425656701,,,-1.639572251,2.223788849,1.653737858
0.04950199,,,-1.214978633,2.22394165,1.671380662
0.335452494,,,-0.625247094,2.224129237,1.689034573
1.305735242,,,0.080782727,2.224354679,1.706701955
-0.583685508,,,0.831111212,2.224621204,1.724385378
-0.380777138,,,1.542582677,2.224932212,1.742087618
0.811437529,,,2.135234112,2.225291267,1.759811676
-1.556913419,,,2.544566513,2.225702097,1.777560779
-0.30588213,,,2.733458953,2.226168587,1.795338392
1.508035361,,,2.696660829,2.226694767,1.813148225
-1.614509477,,,2.459726344,2.227284802,1.83099424
-0.21037348,,,2.072655475,2.227943019,1.848880652
-0.453787227,,,1.598640244,2.228673925,1.866811942
0.853260761,,,1.101393584,2.229482197,1.884792859
-1.714117484,,,0.635128881,2.230372668,1.902828429
-1.844264889,,,0.236960946,2.231350351,1.920923954
-0.770473048,,,-0.0785245,2.232420448,1.939085022
-0.658601557,,,-0.317165121,2.233588344,1.957317508
-0.216170466,,,-0.502235493,2.234859615,1.975627578
0.029874788,,,-0.659386752,2.236240037,1.994021687
-0.516435212,,,-0.810506406,2.237735561,2.012506583
-0.152910504,,,-0.963723523,2.239352361,2.031089306
0.121752678,,,-1.110943939,2.241096843,2.049777183
1.438558856,,,-1.228124319,2.242975649,2.068577828
1.615323636,,,-1.280351094,2.244995626,2.087499137
-0.735633743,,,-1.231081535,2.247163842,2.106549278
0.368797131,,,-1.051846146,2.249487554,2.12573668
-1.018389714,,,-0.73145415,2.25197422,2.145070015
0.716275765,,,-0.280256869,2.254631512,2.164558184
-1.269654614,,,0.269027203,2.257467306,2.184210293
0.083331536,,,0.863517618,2.260489714,2.204035627
1.33383883,,,1.438669176,2.263707095,2.224043626
-0.882831351,,,1.934166113,2.267128108,2.244243848
0.679011781,,,2.301452615,2.270761669,2.264645938
0.116419205,,,2.51315082,2.274616995,2.285259583
-1.149370325,,,2.566631492,2.27870364,2.306094468
0.159456583,,,2.484377126,2.283031542,2.327160219
-0.702578822,,,2.307383135,2.287611135,2.348466351
-0.869019465,,,2.085058955,2.292453512,2.370022209
-0.093375556,,,1.862322687,2.297570524,2.391836901
-0.176893819,,,1.669549487,2.302974667,2.413919225
0.317916617,,,1.517597353,2.308679089,2.436277577
0.685261572,,,1.395638281,2.314697698,2.458919843
-1.203460314,,,1.275276922,2.321045244,2.481853276
-1.054859104,,,1.117058771,2.327737447,2.505084362
-0.728004376,,,0.883829884,2.334791077,2.528618662
0.336667962,,,0.551714904,2.342224178,2.552460642
-0.737169742,,,0.118182106,2.350056299,2.576613475
0.045748482,,,-0.392494623,2.358308696,2.601078815
0.199051665,,,-0.932585546,2.367004456,2.625856537
-1.611920686,,,-1.436838851,2.376168989,2.650944449
0.576691907,,,-1.831848675,2.38583026,2.676337937
-2.035456391,,,-2.0521888,2.396019137,2.702029571
1.157550706,,,-2.051614088,2.406769808,2.728008638
1.436836001,,,-1.812898193,2.418120337,2.754260594
-0.269174547,,,-1.353109414,2.430113883,2.78076642
-0.220400232,,,-0.721267721,2.442801217,2.807501877
-1.269255282,,,0.009199849,2.456243212,2.834436657
-1.612888611,,,0.753298611,2.470514274,2.861533262
-1.233578926,,,1.430149244,2.485706237,2.888745714
1.047122923,,,1.972496248,2.501934047,2.916017616
0.071386785,,,2.340793971,2.519344046,2.943279474
0.197923184,,,2.528719817,2.538123807,2.970445473
0.478143251,,,2.560207175,2.558515691,2.997408975
1.932915728,,,2.482111053,2.580837354,3.024035695
-0.461202775,,,2.354529987,2.605510966,3.050153808
0.60269687,,,2.23657464,2.633104114,3.075540165
1.61104569,,,2.174138664,2.664392502,3.09989913
0.023681115,,,2.189630805,2.700457856,3.122829478
0.683263751,,,2.282824006,2.742827889,3.14377663
-1.774200355,,,2.432683096,2.793634711,3.161962968
-0.126562969,,,2.603719898,2.855780937,3.176294946
-0.237211895,,,2.755343505,2.933104292,3.185274532
-0.788272358,,,2.853849536,3.030513956,3.186995048
-0.726121779,,,2.880099891,3.153589463,3.179457309
-1.357755763,,,2.833013168,3.303986332,3.161795219
-0.148180422,,,2.729937294,3.468066932,3.136527131
0.35514271,,,2.602321534,3.615481538,3.109751867
-0.030419956,,,2.487627806,3.720647338,3.086473025
0.301112689,,,2.418175088,3.779515713,3.06742431
-1.454431646,,,2.413386412,3.80968039,3.051099962
-0.148677238,,,2.472729916,3.848038872,3.036938101
0.237695641,,,2.575347124,3.950164968,3.027815722
-1.377331951,,,2.683897689,4.18958328,3.032370876
-1.485562392,,,2.753201748,4.655251615,3.056048
0.707931477,,,2.736388287,5.405937757,3.055964194
0.146651476,,,2.598352966,6.690142065,3.054004226
0.486934053,,,2.325667707,8.203132589,3.048449201
1.33662479,,,1.930090027,3.907019278,3.050927478
-0.793300341,,,1.44833505,3.622146918,3.033041819
0.919454093,,,0.932185796,3.350196242,3.006607192
0.251277971,,,0.435931228,3.074073711,2.990207714
0.444236679,,,0.012441707,2.79228115,2.995716758
0.801376736,,,-0.297337927,2.528047386,3.019064892
0.69924875,,,-0.479379423,2.328918072,3.045064933
0.918943947,,,-0.544734245,2.26172409,3.066097473
-0.629133161,,,-0.525999832,2.410288389,3.088632126
0.198213305,,,-0.468287061,2.886038637,3.111903945
1.722773139,,,-0.418330668,3.906573802,3.097361407
-0.658520241,,,-0.414019168,6.727684813,3.103660215
-1.078715224,,,-0.470345223,7.019880903,3.108185648
0.803613392,,,-0.57515436,7.223935288,3.097848475
-0.384716482,,,-0.691916698,7.357400461,3.076008837
-0.900928853,,,-0.766251704,7.360681194,3.050877526
0.957657846,,,-0.741599472,7.145075247,3.030468647
-0.977263353,,,-0.56751421,6.557283068,3.038057592
0.231168332,,,-0.216627969,5.033317354,3.038998386
-0.431365417,,,0.305603204,5.268107647,3.029349803
2.705628451,,,0.959001913,4.304339799,3.037044586
-0.62530341,,,1.675055714,1.91696674,3.037648787
0.73823366,,,2.363987571,-1.357677382,3.050266259
0.76258412,,,2.931735619,-0.825123082,3.057982908
-0.887101714,,,3.296403817,-0.110615971,3.036082187
-0.115910681,,,3.402517028,0.869842534,3.051837638
0.101031535,,,3.232903491,2.147958294,3.039841066
1.933854672,,,2.810356549,3.278198861,3.051007991
-0.450995546,,,2.189518296,4.675227308,3.045797857
1.219110936,,,1.445359738,7.700636864,3.046136895
0.184965369,,,0.658903641,7.513392498,3.020759437
0.717504533,,,-0.090195862,7.313486053,2.994870956
0.790810381,,,-0.749946193,7.075463906,2.979280883
0.159978373,,,-1.282619427,6.773614616,2.984930703
-0.175487648,,,-1.68557571,6.393927729,3.009593145
0.43900364,,,-1.978380243,5.943603081,3.022696271
-1.68470658,,,-2.19238943,5.37215779,3.00241484
-0.25715096,,,-2.368894329,4.316499749,3.005424171
0.336413471,,,-2.53515651,2.455950025,3.015082823
-0.109240242,,,-2.706215517,2.943431177,3.035714493
-0.017903907,,,-2.877782882,3.67347586,3.019008066
-0.22989714,,,-3.029367262,4.720979277,3.027187883
-0.174745012,,,-3.132329228,6.05053059,3.01700823
-0.725132345,,,-3.148884407,6.893772005,3.029376703
2.73808119,,,-3.057974219,4.651751457,3.040937791
-2.224378638,,,-2.832766419,3.841127636,3.058109141
1.075542531,,,-2.471706326,1.568105519,3.0523792
1.001410934,,,-1.993578076,4.515699291,3.04997083
-0.513596656,,,-1.432790653,4.037656026,3.05089179
-2.511655525,,,-0.833325878,4.211707374,3.0610037
0.297345657,,,-0.248275887,4.419345004,3.083263961
1.3259933,,,0.294240438,4.674941106,3.109581649
-0.021060295,,,0.737381334,4.989693776,3.123144971
0.049066382,,,1.051489323,5.37586648,3.10969544
-1.543891659,,,1.241764037,5.851740229,3.086258834
0.384905179,,,1.323006927,6.330007937,3.093995859
-1.982506886,,,1.312246107,6.13271962,3.11816835
0.740988648,,,1.267777871,5.204361867,3.106622457
0.951430253,,,,6.643186278,3.105246262
-0.382200178,,,,5.969965264,3.107758234
0.908481922,,,,6.279425304,3.117661356
-1.466447161,,,,6.594728724,3.14333479
2.044723817,,,,6.886940445,3.16227221
-0.021859203,,,,7.099900015,3.161963891
-0.983938778,,,,7.136896678,3.150517993
0.696844023,,,,6.870788592,3.147566845
-0.688769981,,,,6.131672318,3.168895242
-0.701640812,,,,4.60903988,3.16546407
-0.813076923,,,,6.691846919,3.174423047
-1.161838934,,,,6.619807942,3.198421426
-0.709246934,,,,6.540932898,3.224754867
0.050068054,,,,6.456819359,3.251952729
-1.445948214,,,,6.371136909,3.2781661
1.97425882,,,,6.28752628,3.301540586
0.646668664,,,,6.20730603,3.320605001
-0.02144448,,,,6.128842514,3.334308866
0.152731792,,,,6.047396414,3.341781402
0.030954555,,,,5.954927519,3.341992561
-0.276494838,,,,5.839953751,3.333606381
-0.939387,,,,5.68659505,3.315578849
1.495371095,,,,5.471302891,3.289781816
-1.685941711,,,,5.159416935,3.26742108
1.499143043,,,,4.706939237,3.271579274
-0.696802322,,,,4.116332726,3.294351961
-2.570072268,,,,3.580628662,3.281808872
